description,id,name,prefix
,1159080107,objectid,austriaod
,1159079711,LISTNAME,azavea
,1159079669,MAPNAME,azavea
,1159079703,NAME,azavea
,1159079743,label,baltomoit
,1159079701,nbrdesc,baltomoit
,1159080241,AREA,begov
,1159080259,BEGIN_LIFE,begov
,1159080247,END_LIFE,begov
,1159080243,ID,begov
,1159080257,INSPIRE_ID,begov
,1159080239,MU_ID,begov
,1159080245,MU_NAME_DU,begov
,1159080249,MU_NAME_FR,begov
,1159080253,MU_NAT_COD,begov
,1159080251,NAT_CODE,begov
,1159080263,PZ_ID,begov
,1159080269,PZ_NAME_DU,begov
,1159080265,PZ_NAME_FR,begov
,1159080267,PZ_NAT_COD,begov
,1159080261,VERSIONID,begov
,1159080091,datpublbs,begov
,1159080099,lengte,begov
,1159080085,naam,begov
,1159080087,niscode,begov
,1159080097,numac,begov
,1159080089,oidn,begov
,1159080101,oppervl,begov
,1159080103,terrid,begov
,1159080095,uidn,begov
,1159080055,latitude,bowie
,1159080053,longitude,bowie
,1159079695,Name,bra
,1159079719,Neighborho,bra
,1159079675,OBJECTID,bra
,1159079741,NAME,camgov
,1159079781,N_HOOD,camgov
,1159079771,Webpage,camgov
,1159079979,CITY_ID,can-abog
,1159079973,GEOCODE,can-abog
,1159079975,GEONAME,can-abog
,1159079971,HAMLET_ID,can-abog
,1159079977,PID,can-abog
,1159079839,NEIGHBOURH,can-bbygov
,1159079843,OBJECTID_1,can-bbygov
,1159079837,PSA,can-bbygov
,1159079573,class,can-calcai
,1159079577,class_code,can-calcai
,1159079559,comm_code,can-calcai
,1159079585,comm_structure,can-calcai
,1159079583,name,can-calcai
,1159079567,sector,can-calcai
,1159079561,srg,can-calcai
,1159079801,GLOBALID,can-dnvgov
,1159079815,MET_INPUT,can-dnvgov
,1159079799,MET_TECH,can-dnvgov
,1159079807,MET_TECH_R,can-dnvgov
,1159079819,NBDY_NAME,can-dnvgov
,1159079817,NBDY_NAME_,can-dnvgov
,1159079797,OBJECTID,can-dnvgov
,1159079811,STATS_ID,can-dnvgov
,1159079813,YEAR,can-dnvgov
,1159079793,name,can-edmdsd
,1159079795,number,can-edmdsd
,1159080197,LSECSTATID,can-gatsudd
,1159080203,MUN_MRC,can-gatsudd
,1159080187,NOM_COMM,can-gatsudd
,1159080193,NOM_HISTOR,can-gatsudd
,1159080195,NO_COMM,can-gatsudd
,1159080191,NO_COMM_1,can-gatsudd
,1159080189,POP_2006,can-gatsudd
,1159080205,SECTEUR,can-gatsudd
,1159080199,SECTREG_2,can-gatsudd
,1159079579,no_arr,can-mntsmvt
,1159079555,no_qr,can-mntsmvt
,1159079581,nom_arr,can-mntsmvt
,1159079569,nom_mun,can-mntsmvt
,1159079575,nom_qr,can-mntsmvt
,1159079845,NEIGHNUM,can-nwds
,1159079847,NEIGH_NAME,can-nwds
,1159079549,Name,can-ons
,1159079543,Name2016,can-ons
,1159079791,Name2016_F,can-ons
,1159079541,Name2017,can-ons
,1159079557,ONSID,can-ons
,1159079547,id,can-wpgppd
,1159079545,name,can-wpgppd
,1159080121,definit,canvec-hydro
,1159080123,definit_en,canvec-hydro
,1159079595,BU_CODE,cbsnl
,1159079593,BU_NAAM,cbsnl
,1159079601,GM_CODE,cbsnl
,1159079587,GM_NAAM,cbsnl
,1159079599,IND_WBI,cbsnl
,1159079603,OAD,cbsnl
,1159079591,STED,cbsnl
,1159079605,WATER,cbsnl
,1159079597,WK_CODE,cbsnl
,1159079909,WK_NAAM,cbsnl
,1159080275,os_uuid,chgov
,1159080271,uuid,chgov
,1159080233,alpha,clustr
,1159080323,area,clustr
,1159080325,count,clustr
,1159080329,density,clustr
,1159080331,perimeter,clustr
,1159080367,concordances_total,counts
,1159080373,languages_official,counts
,1159080387,languages_spoken,counts
,1159080385,languages_total,counts
,1159080379,names_colloquial,counts
,1159080397,names_languages,counts
,1159080369,names_prefered,counts
,1159080395,names_total,counts
,1159080377,names_variant,counts
,1159079775,NBHD_ID,denvercpd
,1159079759,NBHD_NAME,denvercpd
,1159080337,bdyset_id,ebc
,1159080341,ed_abbrev,ebc
,1159080339,ed_id,ebc
,1159080335,ed_name,ebc
,1159080347,feat_area,ebc
,1159080333,feat_perim,ebc
,1159080343,gazette_dt,ebc
,1159080349,objectid,ebc
"Indicates when a place stopped being a going concern. The semantics for something ceasing may vary from placetype to placetype. For example, a venue may cease operations or a country may split in to multiple countries.",1158804491,cessation,edtf
,1159080071,deprecate,edtf
Indicates the date when a place was determined to be invalid (was never a going concern).,1158804489,deprecated,edtf
Indicates the date when a place was first created or established.,1158804487,inception,edtf
Indicates the date when a record was superseded by another record.,1158804485,superseded,edtf
,1159079621,CODBAR,esp-aytomad
,1159079653,CODBARRIO,esp-aytomad
,1159079629,CODDISTRIT,esp-aytomad
,1159079747,NOMBRE,esp-aytomad
,1159079615,NOMDIS,esp-aytomad
,1159079667,OBJECTID,esp-aytomad
,1159079623,C_Barri,esp-cartobcn
,1159079647,C_Distri,esp-cartobcn
,1159079627,N_Barri,esp-cartobcn
,1159079633,N_Distri,esp-cartobcn
,1159079631,WEB_1,esp-cartobcn
,1159079655,WEB_4,esp-cartobcn
,1159080013,Aluejako,figov
,1159080023,Kunta,figov
,1159080009,Tunnus,figov
,1159080005,ajo_pvm,figov
,1159080037,eng_type,figov
,1159080031,fin_type,figov
,1159080029,gml_id,figov
,1159080035,local_id,figov
,1159080033,national_code,figov
,1159079989,nimi,figov
,1159079987,nimi_se,figov
,1159080043,swe_type,figov
,1159079835,c_ar,fra-odp
,1159079829,c_qu,fra-odp
,1159079831,c_quinsee,fra-odp
,1159079833,l_qu,fra-odp
,1159080283,DEP,frgov
,1159080285,ID,frgov
,1159080277,LIB,frgov
,1159080279,POP2010,frgov
,1159080287,SURF,frgov
,1159080281,_COL6,frgov
,1159080025,Aluejako,fsgov
,1159080019,Kunta,fsgov
,1159080045,Tunnus,fsgov
,1159079999,ajo_pvm,fsgov
,1159080049,nimi,fsgov
,1159080051,nimi_se,fsgov
,1159080211,GSS_CODE,gbr-datalondon
,1159080213,ONS_INNER,gbr-datalondon
"The geometric area of a feature, in WGS84 (unprojected lat/lng).",1158804493,area,geom
"The geometric area of a feature in square meters, in the EPSG:3410 projection.",1158804497,area_square_m,geom
The bounding box of a feature.,1158804501,bbox,geom
,1159080459,hash,geom
The latitude of a feature's geometric centroid.,1158804503,latitude,geom
The longitude of a feature's geometric centroid.,1158804505,longitude,geom
,1159079969,src,geom
,1159080393,type,geom
,1159079903,id,geonames
,1159080315,accuracy,gn
,1159080311,adm1_code,gn
,1159080321,adm1_name,gn
,1159080305,adm2_code,gn
,1159080319,adm2_name,gn
,1159080313,adm3_code,gn
,1159080307,adm3_name,gn
,1779776681,admin1_code,gn
,1779776687,asciiname,gn
,1779776679,cc2,gn
"The record's parent country code, represented using ISO-3166.",1158844681,country,gn
,1779776677,country_code,gn
,1779776691,dem,gn
A single integer giving the elevation (in meters).,1158844683,elevation,gn
"Represents the GeoNames feature code, or feature type, for a given record.",1158844685,fcode,gn
,1779776671,feature_class,gn
,1779776683,feature_code,gn
,1779776673,geonameid,gn
,1159080133,gn_country,gn
,1159080143,gn_fcode,gn
,1159080177,gn_pop,gn
The unique GeoNames identifier for a given record.,1158844687,id,gn
The latitude value for a given record.,1158844691,latitude,gn
The longitude value for a given record.,1158844693,longitude,gn
,1779776675,modification_date,gn
,1159080317,name,gn
,1159079539,pop,gn
The population of a given record.,1158844695,population,gn
,1779776689,timezone,gn
,1159079533,longitude,goem
"The record's parent admin0 record, represented using the parent record's GeoPlanet identifier.",1158844697,adm0,gp
"A unique identifier used by GeoPlanet for a given record. Typically stored as in the wof:concordances property, as well.",1158844699,id,gp
,1159080215,parent_id,gp
The version of GeoPlanet used to import a given record.,1158844701,source,gp
,1159080017,ALUETASO,hkigis
,1159080015,ID,hkigis
,1159079883,ID1,hkigis
,1159079873,KOKOTUN,hkigis
,1159079851,KOKOTUNNUS,hkigis
,1159079893,KUNTA,hkigis
,1159080001,KUNTA_NIMI,hkigis
,1159080011,K_NIMI_SE,hkigis
,1159079869,Mtryhm,hkigis
,1159079993,NIMI,hkigis
,1159079891,NIMI_ISO,hkigis
,1159080027,NIMI_SE,hkigis
,1159079867,PIEN,hkigis
,1159079887,SUUR,hkigis
,1159080047,SUURP_TN,hkigis
,1159080041,SUUR_N_FI,hkigis
,1159079991,SUUR_N_SE,hkigis
,1159079879,TILA,hkigis
,1159079849,TUNNUS,hkigis
,1159080007,ajo_pvm,hkigis
,1159079853,aluejako,hkigis
The coordinate that specifies a intersection's north–south position. Latitude is a decimal number between -90.0 and 90.0.,1158860485,latitude,intersection
The coordinate that specifies a intersection's east-west position. Longitude is a decimal number between -180.0 and 180.0.,1158860477,longitude,intersection
The two-letter country code from ISO 3166-1.,1158821349,country,iso
The two-letter country code from ISO 3166-1 of the record's parent country.,1158821347,parent,iso
The two-letter country code and two-letter primary division (region) code from ISO 3166-2. Used for administrative divisions under the country and dependency placetypes.,1158821351,subdivision,iso
ITU E.164 Country code. https://en.wikipedia.org/wiki/Telephone_numbering_plan,1159079241,country_code,itu
ITU E.164 Area code. https://en.wikipedia.org/wiki/Telephone_numbering_plan,1159079251,region,itu
,1159079901,ID,kuogov
,1159079899,NIMI,kuogov
"The colloquial, informal label for a place (inclusive of hierarchy).",1158808147,{lang}_x_colloquial,label
"The colloquial, informal abbreviation for a place (inclusive of hierarchy).",1158808151,{lang}_x_colloquial_abbreviation,label
The historical label for a place (inclusive of hierarchy).,1158808155,{lang}_x_historical,label
"The fully qualified preferred label for a place (inclusive of hierarchy), in practice a single element list. Used in Pelias and to generate language-specific map labels. The label:{lang}_x_preferred property takes precedence over wof:label.",1158808157,{lang}_x_preferred,label
"The preferred label for a place name (exclusive of hierarchy), in practice a single element list. Used in Pelias and to generate language-specific map labels.",1158808159,{lang}_x_preferred_abbreviation,label
"The preferred disambiguation label for a place (exclusive of hierarchy), in practice a single element list. Either append the feature's placetype or append the parent's name in parenthesis.",1158808161,{lang}_x_preferred_disambiguation,label
"The preferred longname label for a place (inclusive of placetype), in practice a single element list. Always append the feature's placetype to the preferred name. We generally prefer the transliterated placetype (eg Oblast) over the translated placetype (Territory), and the placetype should be Title Case. In the case of California we'd expect this value to be California State instead of State of California.",1360698519,{lang}_x_preferred_longname,label
"A feature's preferred placetype label (exclusive of place name and hierarchy), in practice a single element list. While wof:placetype is an enumerated value, this localized value is a string.",1158808163,{lang}_x_preferred_placetype,label
"A feature's preferred localized shortcode that takes precedence over wof:shortcode (exclusive of place name and hierarchy), in practice a single element list. A short alphabetic code, preferring 3-characters for country (e.g. USA), 2-characters for region (e.g. CA), and either 3-character or 2-character for county (e.g. HUM or HU) placetypes. Other placetypes like venue can also have shortcodes but their length is not standardized, and they may contain alphanumeric values.",1158808165,{lang}_x_preferred_shortcode,label
Uncommon unclassified labels used for a place (inclusive of hierarchy).,1158808169,{lang}_x_unknown,label
Uncommon variant labels used for a place (inclusive of hierarchy). Used in mapping and geocoding software and to generate language-specific map labels.,1158808173,{lang}_x_variant,label
Uncommon variant abbreviations used for a place (exclusive of hierarchy).,1158808175,{lang}_x_variant_abbreviation,label
Uncommon variant disambiguation labels for a place (exclusive of hierarchy). Either append the feature's placetype or append the parent's name in parenthesis.,1158808177,{lang}_x_variant_disambiguation,label
"The variant longname labels for a place (inclusive of placetype), as a muilti element list. Always append the feature's placetype to the preferred name. The placetype should be Title Case and not include the value of the preferred longname. Common values can include the translated placetype (Territory) instead of the transliterated placetype (eg Oblast).",1360698521,{lang}_x_variant_longname,label
"Uncommon variant placetype labels (exclusive of hierarchy). While wof:placetype is an enumerated value, this value is a string value.",1158808179,{lang}_x_variant_placetype,label
"Uncommon localized shortcodes (exclusive of hierarchy). A short alphabetic code, preferring 3-characters for country (e.g. USA), 2-characters for region (e.g. CA), and either 3-character or 2-character for county (e.g. HUM or HU) placetypes. Other placetypes like venue can also have shortcodes but their length is not standardized, and they may contain alphanumeric values.",1158808181,{lang}_x_variant_shortcode,label
,1159079709,CERTIFIED,lacity
,1159079731,DWEBSITE,lacity
,1159079765,NAME,lacity
,1159079779,NC_ID,lacity
,1159079739,NSA,lacity
,1159079755,OBJECTID,lacity
,1159079773,WADDRESS,lacity
"The bounding box area used purely for map labelling and search purposes, and is usually smaller than the geom:bbox. The lbl:bbox is human-generated (not derived from Mapshaper).",1158804503,bbox,lbl
The coordinate that specifies a label's north–south position. Latitude is a decimal number between -90.0 and 90.0.,1158804507,latitude,lbl
The coordinate that specifies a label's east-west position. Longitude is a decimal number between -180.0 and 180.0.,1158804509,longitude,lbl
"When the feature's label should be removed (or switched to a different representation like exterior ring labels). Float values (though in practice mosts are integer values) that match to web map zoom schema. Common range is 0.0 to 18.0, though they can be greater.",1495037865,max_zoom,lbl
"When the feature's label should first appear. Float values (though in practice mosts are integer values) that match to web map zoom schema. Common range is 0.0 to 18.0, though they can be greater.",1495037863,min_zoom,lbl
,1159079125,label_text,lflt
The coordinate that specifies a 'local' north-south position. This value represents where a local resident considers a 'place'. Latitude is a decimal number between -90.0 and 90.0.,1158860483,latitude,local
The coordinate that specifies a 'local' east-west position. This value represents where a local resident considers a place. Longitude is a decimal number between -180.0 and 180.0.,1158860469,longitude,local
,1158846279,adm0,meso
,1158846295,adm1,meso
,1158846281,adm1_alt,meso
,1158846283,adm1_alt2,meso
,1158846285,adm1_en,meso
,1158846287,adm1_loc,meso
,1158846289,adm1_loc2,meso
,1158846293,adm1_name,meso
,1158846297,adm2_alt,meso
,1158846299,adm2_gaul,meso
,1158846301,adm2_loc,meso
,1158846303,adm2_name,meso
,1158846321,admin1,meso
,1158846317,admin1_en,meso
,1158846319,admin1_loc,meso
,1158846323,admin1name,meso
,1158846329,admin1r,meso
,1158846325,admin1r_en,meso
,1158846331,admin2name,meso
,1158846311,admin_1,meso
,1158846305,admin_1_en,meso
,1158846307,admin_1_lo,meso
,1158846313,admin_1r,meso
,1158846315,admin_2,meso
,1158846333,aotm,meso
,1158846335,c_desc,meso
,1158846337,c_name,meso
,1158846339,county_id,meso
,1158846341,delete_fla,meso
,1158846343,diss_me,meso
,1158846347,dissme,meso
,1158846349,gadm_adm1,meso
,1158846351,gadm_adm2,meso
,1158846353,gadm_adm3,meso
,1158846355,gadm_admi1,meso
,1158846357,gadm_admin,meso
,1158846359,gadm_admn2,meso
,1158846361,gadm_alt,meso
,1158846365,gadm_cyril,meso
,1158846369,gadm_hasc,meso
,1158846371,gadm_hasc2,meso
,1158846367,gadm_hasc_,meso
,1158846375,gadm_loc,meso
,1158846373,gadm_loc_a,meso
,1158846379,gadm_name,meso
,1158846377,gadm_name_,meso
,1158846383,gaul_adm1,meso
,1158846387,gaul_adm2,meso
,1158846385,gaul_adm2_,meso
,1158846389,gaul_adm3,meso
,1158846391,gaul_admin,meso
,1158846393,gaul_name,meso
,1158846395,hasc_1,meso
,1158846397,hasc_id,meso
,1158846401,id,meso
,1158846403,iscgm_adm2,meso
,1158846405,iscgm_admi,meso
,1158846407,loc_id_alt,meso
,1158846411,local_id,meso
,1158846409,local_id_a,meso
,1158846413,mps_x,meso
,1158846415,mps_y,meso
,1158846419,nam_en_alt,meso
,1158846421,name_alt,meso
,1158846423,name_alt1,meso
,1158846425,name_alt2,meso
,1158846427,name_alt3,meso
,1158846429,name_en,meso
,1158846431,name_en2,meso
,1158846433,name_lat,meso
,1158846441,name_loc,meso
,1158846443,name_loc2,meso
,1158846445,name_loc3,meso
,1158846437,name_loc_1,meso
,1158846439,name_loc_a,meso
,1158846447,name_local,meso
,1158846449,ne_adm1_en,meso
,1158846451,ne_adm1_lo,meso
,1158846455,ne_code_ha,meso
,1158846457,objectid,meso
,1158846459,ocha_adm2,meso
,1158846461,ocha_admin,meso
,1158846463,okato_code,meso
,1158846465,okato_name,meso
,1158846467,oktmo_code,meso
,1158846469,oktmo_name,meso
,1158846473,osm_adm2,meso
,1158846475,patch,meso
,1158846479,pop,meso
,1158846477,pop_year,meso
,1158846481,region,meso
,1158846483,source,meso
,1158846485,type_alt,meso
,1158846487,type_en,meso
,1158846491,type_loc,meso
,1158846493,type_local,meso
A Mesoshapes-derived value of a Who's On First `wof:id` property value. This `wof:id` represents the identifier of a 'matched' Who's On First record that was found during importing of the Mesoshapes data.,1495037875,wof_id,meso
,1159079511,gn_adm0_cc,misc
,1159079521,gn_fcode,misc
,1159079529,gn_id,misc
,1159079497,gn_local,misc
,1159079479,gn_nam_loc,misc
,1159079487,gn_namadm1,misc
,1159079475,gn_name,misc
,1159079507,local_max,misc
,1159079501,local_sum,misc
,1159079485,localhoods,misc
,1159079471,name,misc
,1159079483,name_adm0,misc
,1159079503,name_adm1,misc
,1159079505,name_adm2,misc
,1159079531,name_en,misc
,1159079527,name_lau,misc
,1159079519,name_local,misc
,1159079495,photo_max,misc
,1159079493,photo_sum,misc
,1159079515,placetype,misc
,1159079961,qs_a0,misc
,1159079937,qs_a0_lc,misc
,1159079959,qs_a1,misc
,1159079945,qs_a1_alt,misc
,1159079927,qs_a1_lc,misc
,1159079941,qs_a1r,misc
,1159079923,qs_a1r_alt,misc
,1159079935,qs_a1r_lc,misc
,1159079925,qs_adm0,misc
,1159079939,qs_adm0_a3,misc
,1159079963,qs_gn_id,misc
,1159079929,qs_id,misc
,1159079955,qs_iso_cc,misc
,1159079951,qs_level,misc
,1159079947,qs_pop,misc
,1159079953,qs_scale,misc
,1159079957,qs_source,misc
,1159079933,qs_type,misc
,1159079943,qs_woe_id,misc
,1159079491,quad_count,misc
,1159079509,woe_adm0,misc
,1159079477,woe_adm1,misc
,1159079489,woe_adm2,misc
,1159079537,woe_funk,misc
,1159079523,woe_lau,misc
,1159079513,woe_local,misc
,1159079473,woe_ver,misc
,1159079239,woeid,misc
The coordinate that specifies a label's north–south position. Latitude is a decimal number between -90.0 and 90.0.,1158844703,latitude,mps
The coordinate that specifies a label's east-west position. Longitude is a decimal number between -180.0 and 180.0.,1158844705,longitude,mps
,1159080449,berth,mz
,1159079255,categories,mz
"Used when generating place labels in geocoding software, like Pelias; this property defaults to True unless it is set to 0 manually. When Pelias decorates an address string, the hierarchy_label property is used to determine what is included in that address string.",1158807925,hierarchy_label,mz
"Used when generating place labels in geocoding software, like Pelias; this property defaults to True unless it is set to 0 manually. When Pelias decorates an address string, this property is used to determine whether the country is included in that address string.",1159340195,hierarchy_label_country,mz
"Used when generating place labels in geocoding software, like Pelias; this property defaults to True unless it is set to 0 manually. When Pelias decorates an address string, this property is used to determine whether the county is included in that address string.",1159340191,hierarchy_label_county,mz
"Used when generating place labels in geocoding software, like Pelias; this property defaults to True unless it is set to 0 manually. When Pelias decorates an address string, this property is used to determine whether the localadmin is included in that address string.",1159340189,hierarchy_label_localadmin,mz
"Used when generating place labels in geocoding software, like Pelias; this property defaults to True unless it is set to 0 manually. When Pelias decorates an address string, this property is used to determine whether the locality is included in that address string.",1159340187,hierarchy_label_locality,mz
"Used when generating place labels in geocoding software, like Pelias; this property defaults to True unless it is set to 0 manually. When Pelias decorates an address string, this property is used to determine whether the macrocounty is included in that address string.",1159340185,hierarchy_label_macrocounty,mz
"Used when generating place labels in geocoding software, like Pelias; this property defaults to True unless it is set to 0 manually. When Pelias decorates an address string, this property is used to determine whether the macroregion is included in that address string.",1159340183,hierarchy_label_macroregion,mz
"Used when generating place labels in geocoding software, like Pelias; this property defaults to True unless it is set to 0 manually. When Pelias decorates an address string, this property is used to determine whether the region is included in that address string.",1159340181,hierarchy_label_region,mz
"A simplified encoding of a venue's hours of operation. This is not designed to capture every edge case or exception, just daily hours with open/close times. The value is encoded as a dictionary with three-letter day abbreviations (sun, mon, tue, wed, thu, fri, sat) as keys. Each day value is a dictionary with open and close keys, and values are composed of 24-hour format time like 09:30 or 16:45.",1158807923,hours,mz
"This means that the geometry for this record is approximate in nature and probably derived from one of its ancestors. Technically the geometry may be incorrect but the rule of thumb is that it is still less-incorrect than no geometry or spanning the entire globe. An optional property, when not present should be interpreted as -1 (unknown).",1158807921,is_approximate,mz
,1159080235,is_clustr,mz
"This is a helper property to wrap up / hide the semantics of whether something is open or existing. For example, a venue that is no longer in operation or a country (like Yugoslavia) that has dissolved in to smaller nations. Any record with a date in the edtf:cessation or edtf:deprecated fields _should_ have a mz:is_current field value of 0",1158807919,is_current,mz
Used when Mapzen suspects the record is bad or inappropriate but additional confirmation is needed before the feature is deprecated. Records with a 1 value are recommended to be hidden from map display and search unless explicitly asked for by name.,1158807917,is_funky,mz
"Things like historic districts or similar with fixed, undisputed boundaries.",1158807913,is_hard_boundary,mz
This is used to signify an area of interest. Labelling is supressed if a value of 1 is given.,1158807911,is_landuse_aoi,mz
Is this considered official by someone or something you pay taxes to?,1158807909,is_official,mz
,1159080403,is_retail,mz
"Float values (though in practice mosts are integer values) that match to web map zoom schema. Common range is 0.0 to 18.0, though they can be greater.",1158807907,max_zoom,mz
"Float values (though in practice mosts are integer values) that match to web map zoom schema. Common range is 0.0 to 18.0, though they can be greater.",1158807905,min_zoom,mz
A string value used for notes when hand-curating a given record.,1158844709,note,mz
,1159080355,phone,mz
The name of the markdown file(s) containing human-readable notes for a given record. The file is stored in the same folder and contains edit notes about that record.,1158859079,remarks,mz
"WARNING: This property is deprecated. Some estimation of coverage (including descendants) and completeness, based on total number of geotagged photos.",1158807903,tier_locality,mz
,1159079525,tier_metro,mz
"The colloquial, informal name for a place.",1158804553,{lang}_x_colloquial,name
The historical name for a place.,1158804555,{lang}_x_historical,name
The preferred name for a place. Used in Pelias and to generate language-specific map labels.,1158804557,{lang}_x_preferred,name
An unclassified name used for a place.,1158804559,{lang}_x_unknown,name
An uncommon variant name used for a place. Used in mapping and geocoding software and to generate language-specific map labels.,1158804561,{lang}_x_variant,name
The coordinate that specifies a navigation point's north–south position. Latitude is a decimal number between -90.0 and 90.0.,1158860487,latitude,nav
The coordinate that specifies a navigation point's east-west position. Longitude is a decimal number between -180.0 and 180.0.,1158860479,longitude,nav
,1159079399,ADM0CAP,ne
,1159079437,ADM0NAME,ne
,1159079377,ADM1NAME,ne
,1159079341,ADMIN1_COD,ne
,1159079375,CAPALT,ne
,1159079347,CAPIN,ne
,1159079345,CHANGED,ne
,1159079415,CHECKME,ne
,1159079317,CITYALT,ne
,1159079271,COMPARE,ne
,1159079279,DIFFASCII,ne
,1159079291,DIFFNOTE,ne
,1159079303,ELEVATION,ne
,1159079449,FEATURE_CL,ne
,1159079353,FEATURE_CO,ne
,1159079275,GEONAMEID,ne
,1159079273,GEONAMESNO,ne
,1159079467,GN_ASCII,ne
,1159079281,GN_POP,ne
,1159079379,GTOPO30,ne
,1159079451,LATITUDE,ne
,1159079365,LONGITUDE,ne
,1159079439,LS_MATCH,ne
,1159079441,LS_NAME,ne
,1159079351,MAX_AREAKM,ne
,1159079321,MAX_AREAMI,ne
,1159079329,MAX_BBXMAX,ne
,1159079465,MAX_BBXMIN,ne
,1159079269,MAX_BBYMAX,ne
,1159079339,MAX_BBYMIN,ne
,1159079359,MAX_NATSCA,ne
,1159079313,MAX_PERKM,ne
,1159079297,MAX_PERMI,ne
,1159079385,MAX_POP10,ne
,1159079393,MAX_POP20,ne
,1159079429,MAX_POP300,ne
,1159079323,MAX_POP310,ne
,1159079289,MAX_POP50,ne
,1159079401,MEAN_BBXC,ne
,1159079453,MEAN_BBYC,ne
,1159079263,MEGACITY,ne
,1159079405,MEGANAME,ne
,1159079413,MIN_AREAKM,ne
,1159079305,MIN_AREAMI,ne
,1159079457,MIN_BBXMAX,ne
,1159079387,MIN_BBXMIN,ne
,1159079423,MIN_BBYMAX,ne
,1159079331,MIN_BBYMIN,ne
,1159079367,MIN_PERKM,ne
,1159079417,MIN_PERMI,ne
,1159079333,NAME,ne
,1159079309,NAMEALT,ne
,1159079455,NAMEASCII,ne
,1159079307,NAMEDIFF,ne
,1159079419,NAMEPAR,ne
,1159079295,NATSCALE,ne
,1159079389,NOTE,ne
,1159079371,POP1950,ne
,1159079469,POP1955,ne
,1159079425,POP1960,ne
,1159079459,POP1965,ne
,1159079335,POP1970,ne
,1159079395,POP1975,ne
,1159079407,POP1980,ne
,1159079381,POP1985,ne
,1159079431,POP1990,ne
,1159079343,POP1995,ne
,1159079369,POP2000,ne
,1159079403,POP2005,ne
,1159079433,POP2010,ne
,1159079325,POP2015,ne
,1159079411,POP2020,ne
,1159079277,POP2025,ne
,1159079293,POP2050,ne
,1159079383,POP_MAX,ne
,1159079461,POP_MIN,ne
,1159079447,POP_OTHER,ne
,1159079285,RANK_MAX,ne
,1159079267,RANK_MIN,ne
,1159079361,SOV0NAME,ne
,1159079363,TIMEZONE,ne
,1159079311,UN_ADM0,ne
,1159079349,UN_FID,ne
,1159079443,UN_LAT,ne
,1159079435,UN_LONG,ne
,1159079315,WORLDCITY,ne
,1158847093,abbrev,ne
,1158847095,abbrev_len,ne
,1779776605,adm0_a3,ne
,1779776553,adm0_a3_ar,ne
,1779776529,adm0_a3_bd,ne
,1779776641,adm0_a3_br,ne
,1779776575,adm0_a3_cn,ne
,1779776547,adm0_a3_de,ne
,1779776549,adm0_a3_eg,ne
,1779776623,adm0_a3_es,ne
,1779776579,adm0_a3_fr,ne
